speedX,angle,trackPos,distFromStart,track_0,track_4,track_9,track_14,track_18,delta_track,steer,accel,brake,split
94.895,0.7166,0.706408,3286.3,43.5702,16.3879,15.1087,14.0784,10.2526,-33.3176,0.3696284090909091,5.721028796732074e-16,1.919248237144684e-11,train
217.017,-0.00892401,0.701218,913.922,2.51292,22.7916,93.0627,117.49,14.5659,12.05298,0.0,0.9999999999999998,3.737806196563456e-39,train
107.861,0.691849,1.34472,3284.23,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.3313197727272727,1.8101692677160074e-16,1.1417614518786126e-13,train
90.8385,-0.0841554,0.777898,503.97,1.77028,37.7923,34.3039,31.1781,14.441,12.670720000000001,0.3816135227272728,0.9249153137207032,1.5917845446332314e-35,train
73.5366,-0.18681,-0.797498,2495.05,12.1199,19.5325,20.8909,22.4182,2.34683,-9.773069999999999,-0.4327327727272727,1.845232132104285e-33,1.0741872493283266e-24,train
91.5501,0.417223,-0.0809825,2480.55,12.3156,27.0606,29.271,31.6329,5.91017,-6.40543,-0.3795110681818182,0.1321460316823637,1.4702948625622954e-23,train
96.6557,-0.0723133,0.844203,490.907,1.25424,33.236,30.5722,28.1576,14.4606,13.20636,0.3644263409090909,0.9683245980738656,1.013821466157962e-27,train
212.181,-0.0928186,-0.240839,1998.56,9.67388,113.372,78.2677,55.71,7.13358,-2.5403000000000002,0.12,0.9999999681254232,6.229542776628564e-21,train
129.959,0.252222,0.269879,2950.61,7.89594,35.7981,41.5716,47.6102,9.09016,1.1942199999999987,-0.2660302272727273,5.6760130311521346e-09,0.0547103175110206,train
252.79,-0.0149234,0.785177,2091.52,1.7991,24.6934,115.164,74.1161,15.1612,13.3621,0.1625,0.9999999999999958,2.415930685677835e-35,train
167.777,-0.00197012,0.855897,2762.81,1.22782,69.321,51.6824,41.36,14.8332,13.60538,0.1625,0.9996825228035195,1.2117696411357141e-20,train
147.349,0.0233064,0.749929,1562.6,2.20065,45.7969,39.8621,34.8457,13.7411,11.54045,0.2146506818181818,0.9968288880964976,3.544884653757255e-23,train
118.607,0.00113886,0.598651,513.317,3.52718,35.1436,30.9271,27.7146,12.4604,8.93322,0.24,0.9999998992069122,2.411766593345704e-27,train
89.4026,0.390755,0.526091,3296.2,7.39562,29.0259,24.0401,20.6016,9.91898,2.5233599999999994,0.3858559545454545,0.992483053181786,7.763016444343082e-14,train
